bayesian_threshold,bayesian_diff_threshold,intersection_length_threshold,average_success_time_rate,max_success_time_rate,min_success_time_rate,average_success_rate
0.5,0.35,10,0.5183216878130434,0.9777840199694716,0.0941039400037495,1.0
0.5,0.35,11,0.5192867195568421,0.9777840199694716,0.1058829535352797,1.0
0.5,0.35,12,0.5316479925190807,0.9777840199694716,0.1176479998504391,1.0
0.5,0.35,13,0.5331656822195184,0.9777840199694716,0.1294109435713566,1.0
0.5,0.35,14,0.5346831892594363,0.9777840199694716,0.135419623806045,1.0
0.5,0.35,15,0.5362078278756928,0.9777840199694716,0.135419623806045,1.0
0.5,0.35,16,0.5385611848641052,0.9777840199694716,0.1458363640989503,1.0
0.5,0.35,17,0.5409220592490773,0.9777840199694716,0.1562509847061825,1.0
0.5,0.35,18,0.5437762280137743,0.9777840199694716,0.1666668721873228,1.0
0.5,0.35,19,0.5466315062269121,0.9777840199694716,0.1770854188328379,1.0
0.5,0.4,1,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,2,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,3,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,4,0.49607559072246526,0.9777840199694716,0.0309250192346112,0.9629629629629629
0.5,0.4,5,0.49645738387579674,0.9777840199694716,0.0352932656460089,0.9629629629629629
0.5,0.4,6,0.5170588216360079,0.9777840199694716,0.0470624197376089,1.0
0.5,0.4,7,0.5174945358567502,0.9777840199694716,0.0588267036976493,1.0
0.5,0.4,8,0.5179300970138744,0.9777840199694716,0.0705868549400013,1.0
0.5,0.4,9,0.5188948979978717,0.9777840199694716,0.0823504539569085,1.0
0.5,0.4,10,0.5198591049300679,0.9777840199694716,0.0941039400037495,1.0
0.5,0.4,11,0.5208241366738665,0.9777840199694716,0.1058829535352797,1.0
0.5,0.4,12,0.5331854096361052,0.9777840199694716,0.1176479998504391,1.0
0.5,0.4,13,0.534703099336543,0.9777840199694716,0.1294109435713566,1.0
0.5,0.4,14,0.5362206063764606,0.9777840199694716,0.135419623806045,1.0
0.5,0.4,15,0.5377452449927171,0.9777840199694716,0.135419623806045,1.0
0.5,0.4,16,0.5400986019811296,0.9777840199694716,0.1458363640989503,1.0
